seq_id	tax_id	seq_family	seq_genus	seq_species	ref_seq_id	ref_tax_id	ref_seq_family	ref_seq_genus	ref_seq_species	edit_distance
OPPFO2978-17	TX1218	Tachinidae	nan	nan	CNPPD1226-12	TX0228	Cecidomyiidae	nan	nan	28
OPPFO2978-17	TX1218	Tachinidae	nan	nan	PLECD1308-20	TX0228	Cecidomyiidae	nan	nan	30
OPPFO2978-17	TX1218	Tachinidae	nan	nan	GMMVA12393-21	TX0228	Cecidomyiidae	nan	nan	29
OPPFO2978-17	TX1218	Tachinidae	nan	nan	CRKAS8365-23	TX0228	Cecidomyiidae	nan	nan	29
OPPFO2978-17	TX1218	Tachinidae	nan	nan	GMMVA14638-22	TX0228	Cecidomyiidae	nan	nan	29
OPPFO2978-17	TX1218	Tachinidae	nan	nan	GMMVA20509-22	TX0228	Cecidomyiidae	nan	nan	29
OPPFO2978-17	TX1218	Tachinidae	nan	nan	CNGBK787-14	TX0228	Cecidomyiidae	nan	nan	28
OPPFO2978-17	TX1218	Tachinidae	nan	nan	GMSAU768-13	TX0228	Cecidomyiidae	nan	nan	28
OPPFO2978-17	TX1218	Tachinidae	nan	nan	GMAFI298-15	TX0228	Cecidomyiidae	nan	nan	28
OPPFO2978-17	TX1218	Tachinidae	nan	nan	GMARA398-14	TX0228	Cecidomyiidae	nan	nan	29
OPPFO2978-17	TX1218	Tachinidae	nan	nan	CEFIN8805-21	TX0228	Cecidomyiidae	nan	nan	30
OPPFO2978-17	TX1218	Tachinidae	nan	nan	GMARX20957-23	TX0228	Cecidomyiidae	nan	nan	32
OPPFO2978-17	TX1218	Tachinidae	nan	nan	GMARI502-14	TX0228	Cecidomyiidae	nan	nan	31
CRSIA17990-22	TX0228	Cecidomyiidae	nan	nan	CRSIB5362-22	TX0926	Lauxaniidae	nan	nan	3
CRBLA11213-22	TX0228	Cecidomyiidae	nan	nan	GMGMV4643-20	TX13151	Cecidomyiidae	Lestodiplosis	nan	28
CRCCB16895-23	TX0228	Cecidomyiidae	nan	nan	GMARE679-14	TX0232	Chironomidae	nan	nan	25
CRBOE16250-23	TX0228	Cecidomyiidae	nan	nan	CRCEC42091-22	TX0269	Sciaridae	nan	nan	31
CRSCA4413-23	TX0228	Cecidomyiidae	nan	nan	CRATA24669-22	TX0261	Dolichopodidae	nan	nan	24
CEFIN5256-21	TX0228	Cecidomyiidae	nan	nan	ONTA32992-23	TX0232	Chironomidae	nan	nan	29
CRKAS4212-23	TX0228	Cecidomyiidae	nan	nan	PLEDA3304-20	TX0275	Sphaeroceridae	nan	nan	27
CRALA2077-21	TX0228	Cecidomyiidae	nan	nan	CRALB34855-21	TX0269	Sciaridae	nan	nan	6
CRBOE7970-23	TX0228	Cecidomyiidae	nan	nan	CRSEA078-23	TX0266	Psychodidae	nan	nan	10
GMPSA14326-23	TX0228	Cecidomyiidae	nan	nan	ONTA14475-23	TX0266	Psychodidae	nan	nan	27
CRSAA3158-21	TX0228	Cecidomyiidae	nan	nan	CRCEC39053-22	TX0232	Chironomidae	nan	nan	26
CRQUA2398-22	TX0228	Cecidomyiidae	nan	nan	CRQUB17493-22	TX0232	Chironomidae	nan	nan	0
CRQUA2398-22	TX0228	Cecidomyiidae	nan	nan	CRQUB28344-22	TX0232	Chironomidae	nan	nan	6
GMAFR133-15	TX0228	Cecidomyiidae	nan	nan	GMGMV4643-20	TX13151	Cecidomyiidae	Lestodiplosis	nan	24
CRCBB7121-23	TX0228	Cecidomyiidae	nan	nan	CRCEC40135-22	TX0906	Mordellidae	nan	nan	29
CRBAC14665-22	TX0228	Cecidomyiidae	nan	nan	CRCEB6811-22	TX0266	Psychodidae	nan	nan	5
CRQUA1924-22	TX0228	Cecidomyiidae	nan	nan	CRQUB17493-22	TX0232	Chironomidae	nan	nan	4
CRATA24669-22	TX0261	Dolichopodidae	nan	nan	CRCCB26425-23	TX0228	Cecidomyiidae	nan	nan	26
CRATA24669-22	TX0261	Dolichopodidae	nan	nan	CRSCA2038-23	TX0228	Cecidomyiidae	nan	nan	28
CRATA24669-22	TX0261	Dolichopodidae	nan	nan	GMSAT630-13	TX0228	Cecidomyiidae	nan	nan	26
CRATA24669-22	TX0261	Dolichopodidae	nan	nan	CRSAA179-21	TX0228	Cecidomyiidae	nan	nan	29
CRATA24669-22	TX0261	Dolichopodidae	nan	nan	CRCBB24537-23	TX0228	Cecidomyiidae	nan	nan	29
CRATA24669-22	TX0261	Dolichopodidae	nan	nan	CRSAA501-21	TX0228	Cecidomyiidae	nan	nan	28
CRATA24669-22	TX0261	Dolichopodidae	nan	nan	GMSAA138-13	TX0228	Cecidomyiidae	nan	nan	27
CRATA24669-22	TX0261	Dolichopodidae	nan	nan	CRCBB39992-23	TX0228	Cecidomyiidae	nan	nan	29
CRATA24669-22	TX0261	Dolichopodidae	nan	nan	CRCBB39813-23	TX0228	Cecidomyiidae	nan	nan	30
CRATA24669-22	TX0261	Dolichopodidae	nan	nan	CRSGA249-23	TX0228	Cecidomyiidae	nan	nan	31
CRATA24669-22	TX0261	Dolichopodidae	nan	nan	CRKAS22333-23	TX0228	Cecidomyiidae	nan	nan	31
CRATA24669-22	TX0261	Dolichopodidae	nan	nan	GMMGN6217-18	TX0228	Cecidomyiidae	nan	nan	31
CRATA24669-22	TX0261	Dolichopodidae	nan	nan	CRCBB33535-23	TX0228	Cecidomyiidae	nan	nan	30
CRATA24669-22	TX0261	Dolichopodidae	nan	nan	GMSAV1010-13	TX0228	Cecidomyiidae	nan	nan	31
CRATA24669-22	TX0261	Dolichopodidae	nan	nan	PLQBP334-20	TX0228	Cecidomyiidae	nan	nan	31
CRATA24669-22	TX0261	Dolichopodidae	nan	nan	CRKAS4143-23	TX0228	Cecidomyiidae	nan	nan	33
CRATA24669-22	TX0261	Dolichopodidae	nan	nan	CRCBB21055-23	TX0228	Cecidomyiidae	nan	nan	32
CRATA24669-22	TX0261	Dolichopodidae	nan	nan	GMARH970-14	TX0228	Cecidomyiidae	nan	nan	31
CRATA24669-22	TX0261	Dolichopodidae	nan	nan	GMARJ441-14	TX0228	Cecidomyiidae	nan	nan	31
CRALA27705-21	TX0228	Cecidomyiidae	nan	nan	CRALB26568-21	TX0926	Lauxaniidae	nan	nan	7
CRCBB11083-23	TX0228	Cecidomyiidae	nan	nan	CRCBC14021-23	TX0269	Sciaridae	nan	nan	0
CRCBB11083-23	TX0228	Cecidomyiidae	nan	nan	ONTA22748-23	TX0232	Chironomidae	nan	nan	27
CRCBB11083-23	TX0228	Cecidomyiidae	nan	nan	CRBAC19007-22	TX0269	Sciaridae	nan	nan	29
CRBOE2768-23	TX0228	Cecidomyiidae	nan	nan	SSEIB2144-13	TX0930	Hybotidae	nan	nan	29
CRCBB376-23	TX0228	Cecidomyiidae	nan	nan	CRCEC38132-22	TX0269	Sciaridae	nan	nan	2
CRCBB376-23	TX0228	Cecidomyiidae	nan	nan	ONTA14465-23	TX0269	Sciaridae	nan	nan	2
THAMA13889-22	TX0228	Cecidomyiidae	nan	nan	ONTA26572-23	TX0269	Sciaridae	nan	nan	31
CRKAS20347-23	TX0228	Cecidomyiidae	nan	nan	CRBAC1334-22	TX0287	Ceratopogonidae	nan	nan	26
CRKAS20347-23	TX0228	Cecidomyiidae	nan	nan	CRCEC43746-22	TX0232	Chironomidae	nan	nan	26
CRBOA58219-23	TX0228	Cecidomyiidae	nan	nan	CRCEC40136-22	TX1207	Phengodidae	nan	nan	27
CRKAS13588-23	TX0228	Cecidomyiidae	nan	nan	CRCBB31830-23	TX1442	Clusiidae	nan	nan	25
CRATC33515-23	TX0228	Cecidomyiidae	nan	nan	OPPQO1265-17	TX45468	Cecidomyiidae	Clinodiplosis	nan	30
CRBAA4428-22	TX0228	Cecidomyiidae	nan	nan	CRTOA39863-22	TX0261	Dolichopodidae	nan	nan	28
CRCEC4866-22	TX0228	Cecidomyiidae	nan	nan	GMARE679-14	TX0232	Chironomidae	nan	nan	27
CRALA34401-21	TX0228	Cecidomyiidae	nan	nan	CRALA21821-21	TX0930	Hybotidae	nan	nan	4
GMMSO1744-18	TX0228	Cecidomyiidae	nan	nan	GMGMV4643-20	TX13151	Cecidomyiidae	Lestodiplosis	nan	24
GMMSO1744-18	TX0228	Cecidomyiidae	nan	nan	GMGMV1928-20	TX13151	Cecidomyiidae	Lestodiplosis	nan	26
GMMSO1744-18	TX0228	Cecidomyiidae	nan	nan	CRHYA5543-22	TX0266	Psychodidae	nan	nan	30
CRCBC585-23	TX0228	Cecidomyiidae	nan	nan	CRCEC48799-22	TX0286	Scelionidae	nan	nan	1
CRCBB20311-23	TX0228	Cecidomyiidae	nan	nan	GMGMV2756-20	TX13151	Cecidomyiidae	Lestodiplosis	nan	27
CRBOB5921-23	TX0228	Cecidomyiidae	nan	nan	CRSIB5362-22	TX0926	Lauxaniidae	nan	nan	32
CRTRA11776-22	TX0228	Cecidomyiidae	nan	nan	CRTRA38838-22	TX0287	Ceratopogonidae	nan	nan	1
CRBAA41806-22	TX0228	Cecidomyiidae	nan	nan	CRCEB6811-22	TX0266	Psychodidae	nan	nan	1
CRBAA41806-22	TX0228	Cecidomyiidae	nan	nan	CRCEC44162-22	TX0269	Sciaridae	nan	nan	23
CRBOB5493-23	TX0228	Cecidomyiidae	nan	nan	CRSIA48998-22	TX0269	Sciaridae	nan	nan	31
ONTA17931-23	TX0228	Cecidomyiidae	nan	nan	CRCEC42091-22	TX0269	Sciaridae	nan	nan	29
GMSAV693-13	TX0228	Cecidomyiidae	nan	nan	CRCEC40214-22	TX1138	Platygastridae	nan	nan	31
CRCBB29558-23	TX0228	Cecidomyiidae	nan	nan	CRSIA3005-21	TX0266	Psychodidae	nan	nan	12
SAKZA1623-22	TX0228	Cecidomyiidae	nan	nan	ONTA22748-23	TX0232	Chironomidae	nan	nan	30
SAKZA1623-22	TX0228	Cecidomyiidae	nan	nan	CRCEC42106-22	TX0232	Chironomidae	nan	nan	30
CRCBB15640-23	TX0228	Cecidomyiidae	nan	nan	CRALB41004-21	TX0926	Lauxaniidae	nan	nan	17
GMAFR672-15	TX0228	Cecidomyiidae	nan	nan	ONTA14475-23	TX0266	Psychodidae	nan	nan	25
GMMOZ3280-23	TX0228	Cecidomyiidae	nan	nan	CRCEC38407-22	TX0269	Sciaridae	nan	nan	29
CRKAS30688-23	TX0228	Cecidomyiidae	nan	nan	CNEIB1378-12	TX0290	Mycetophilidae	nan	nan	29
CRCBB37326-23	TX0228	Cecidomyiidae	nan	nan	CGNPA076-22	TX38592	Mutillidae	Dasymutilla	nan	30
CRALB18520-21	TX0232	Chironomidae	nan	nan	CRALA9113-21	TX0275	Sphaeroceridae	nan	nan	0
CRALB18520-21	TX0232	Chironomidae	nan	nan	CRALA9282-21	TX0228	Cecidomyiidae	nan	nan	0
CRALB18520-21	TX0232	Chironomidae	nan	nan	CRALB35820-21	TX0228	Cecidomyiidae	nan	nan	0
CRALB18520-21	TX0232	Chironomidae	nan	nan	CRALA41107-21	TX0228	Cecidomyiidae	nan	nan	0
CRALB18520-21	TX0232	Chironomidae	nan	nan	CRALA1291-21	TX0228	Cecidomyiidae	nan	nan	0
CRALB18520-21	TX0232	Chironomidae	nan	nan	CRALB24581-21	TX0926	Lauxaniidae	nan	nan	0
CRALB18520-21	TX0232	Chironomidae	nan	nan	CRALB36011-21	TX0269	Sciaridae	nan	nan	0
CRALB18520-21	TX0232	Chironomidae	nan	nan	CRALA9827-21	TX0228	Cecidomyiidae	nan	nan	1
CRALB18520-21	TX0232	Chironomidae	nan	nan	CRALA9719-21	TX0228	Cecidomyiidae	nan	nan	1
CRALB18520-21	TX0232	Chironomidae	nan	nan	CRBLA16055-22	TX0266	Psychodidae	nan	nan	8
CRALB18520-21	TX0232	Chironomidae	nan	nan	CRBLA20471-22	TX0228	Cecidomyiidae	nan	nan	9
CRALB18520-21	TX0232	Chironomidae	nan	nan	CRBLA26669-22	TX0228	Cecidomyiidae	nan	nan	9
CRALB18520-21	TX0232	Chironomidae	nan	nan	CRBOB10353-23	TX0228	Cecidomyiidae	nan	nan	10
CRALB18520-21	TX0232	Chironomidae	nan	nan	CRHYA14087-22	TX0228	Cecidomyiidae	nan	nan	10
CRALB18520-21	TX0232	Chironomidae	nan	nan	CRBOB7451-23	TX0228	Cecidomyiidae	nan	nan	15
CRALB18520-21	TX0232	Chironomidae	nan	nan	GMARX21884-23	TX0228	Cecidomyiidae	nan	nan	23
CRALB18520-21	TX0232	Chironomidae	nan	nan	ONTA15426-23	TX0228	Cecidomyiidae	nan	nan	25
CRALB18520-21	TX0232	Chironomidae	nan	nan	CROAE7495-23	TX0228	Cecidomyiidae	nan	nan	26
CRALB18520-21	TX0232	Chironomidae	nan	nan	GMAHE1971-18	TX0228	Cecidomyiidae	nan	nan	30
CRBOE8627-23	TX0228	Cecidomyiidae	nan	nan	CRHTA29240-22	TX0266	Psychodidae	nan	nan	7
CRCBB36382-23	TX0228	Cecidomyiidae	nan	nan	OPPFO2978-17	TX1218	Tachinidae	nan	nan	29
CRCEB43380-22	TX0228	Cecidomyiidae	nan	nan	CRBAA2595-22	TX0287	Ceratopogonidae	nan	nan	27
ALSTA2308-17	TX0228	Cecidomyiidae	nan	nan	NODIA1046-24	TX41285	Diapriidae	Spilomicrus	Spilomicrus lusitanicus	12
THAMD17108-22	TX0228	Cecidomyiidae	nan	nan	SSEIB2144-13	TX0930	Hybotidae	nan	nan	28
CEFIN8942-21	TX0228	Cecidomyiidae	nan	nan	PLEDA3304-20	TX0275	Sphaeroceridae	nan	nan	27
CRALA10450-21	TX0228	Cecidomyiidae	nan	nan	CRALB32330-21	TX0287	Ceratopogonidae	nan	nan	11
CRBOA58159-23	TX0228	Cecidomyiidae	nan	nan	CRHYA6344-22	TX0266	Psychodidae	nan	nan	29
GMMOZ601-23	TX0228	Cecidomyiidae	nan	nan	CGNPA076-22	TX38592	Mutillidae	Dasymutilla	nan	27
CROAE6496-23	TX0228	Cecidomyiidae	nan	nan	CRCEC43460-22	TX0269	Sciaridae	nan	nan	17
CROAE6496-23	TX0228	Cecidomyiidae	nan	nan	ONTA26572-23	TX0269	Sciaridae	nan	nan	17
THAMD2602-22	TX0228	Cecidomyiidae	nan	nan	GMGMV4643-20	TX13151	Cecidomyiidae	Lestodiplosis	nan	24
CRCEA15765-21	TX0228	Cecidomyiidae	nan	nan	CRTOB41149-22	TX0269	Sciaridae	nan	nan	27
CRCEA15765-21	TX0228	Cecidomyiidae	nan	nan	CRCEC43460-22	TX0269	Sciaridae	nan	nan	31
CRCEA15765-21	TX0228	Cecidomyiidae	nan	nan	ONTA26572-23	TX0269	Sciaridae	nan	nan	31
CRCBB42277-23	TX0228	Cecidomyiidae	nan	nan	GMARE679-14	TX0232	Chironomidae	nan	nan	25
CRCBB42277-23	TX0228	Cecidomyiidae	nan	nan	ONTA15709-23	TX0232	Chironomidae	nan	nan	31
CRCBB42277-23	TX0228	Cecidomyiidae	nan	nan	CRCEC39376-22	TX0232	Chironomidae	nan	nan	31
GMARL231-14	TX0228	Cecidomyiidae	nan	nan	CRCEC40118-22	TX0923	Chrysomelidae	nan	nan	31
GMARL231-14	TX0228	Cecidomyiidae	nan	nan	CRSGC5295-23	TX0266	Psychodidae	nan	nan	31
CRCBB5957-23	TX0228	Cecidomyiidae	nan	nan	CRCEC48801-22	TX1154	Mymaridae	nan	nan	31
CRBLA3020-22	TX0228	Cecidomyiidae	nan	nan	CRTRA52657-22	TX0269	Sciaridae	nan	nan	23
PLNDD548-20	TX0228	Cecidomyiidae	nan	nan	ONTA26858-23	TX0232	Chironomidae	nan	nan	26
PLNDD548-20	TX0228	Cecidomyiidae	nan	nan	GMGKH2182-20	TX0232	Chironomidae	nan	nan	31
GMARX14566-23	TX0228	Cecidomyiidae	nan	nan	PLNDO170-20	TX0266	Psychodidae	nan	nan	28
GMARX14566-23	TX0228	Cecidomyiidae	nan	nan	GMGMV2756-20	TX13151	Cecidomyiidae	Lestodiplosis	nan	32
CRCBB20316-23	TX0228	Cecidomyiidae	nan	nan	GMBDE1458-23	TX0269	Sciaridae	nan	nan	16
CRCBB49349-23	TX0228	Cecidomyiidae	nan	nan	CGNPA076-22	TX38592	Mutillidae	Dasymutilla	nan	31
THAMC4513-22	TX0228	Cecidomyiidae	nan	nan	CRCEC43460-22	TX0269	Sciaridae	nan	nan	28
EMCEB1815-22	TX0228	Cecidomyiidae	nan	nan	NGNAX1900-14	TX0232	Chironomidae	nan	nan	28
CRBAA2493-22	TX0228	Cecidomyiidae	nan	nan	CRBAA2595-22	TX0287	Ceratopogonidae	nan	nan	4
CRKAS25578-23	TX0228	Cecidomyiidae	nan	nan	ONTA14465-23	TX0269	Sciaridae	nan	nan	27
CRCCB10945-23	TX0228	Cecidomyiidae	nan	nan	ONTA15386-23	TX0232	Chironomidae	nan	nan	30
CRCBB21035-23	TX0228	Cecidomyiidae	nan	nan	CRCEC42091-22	TX0269	Sciaridae	nan	nan	28
CEFIN2904-21	TX0228	Cecidomyiidae	nan	nan	FTUNE330-22	TX41095	Cecidomyiidae	Iteomyia	nan	2
CRCBA2764-22	TX0228	Cecidomyiidae	nan	nan	CRCBA23676-22	TX0266	Psychodidae	nan	nan	5
CRCBA2764-22	TX0228	Cecidomyiidae	nan	nan	CRCCC357-23	TX0266	Psychodidae	nan	nan	5
CRCBA2764-22	TX0228	Cecidomyiidae	nan	nan	CRCEC8097-22	TX0269	Sciaridae	nan	nan	8
CRCEC39229-22	TX0228	Cecidomyiidae	nan	nan	CRCOA902-21	TX0261	Dolichopodidae	nan	nan	9
CROAB7341-21	TX0228	Cecidomyiidae	nan	nan	SSEIB2144-13	TX0930	Hybotidae	nan	nan	29
TSMTB8019-23	TX0228	Cecidomyiidae	nan	nan	CGNPA076-22	TX38592	Mutillidae	Dasymutilla	nan	24
CRALA27402-21	TX0228	Cecidomyiidae	nan	nan	CRALB26568-21	TX0926	Lauxaniidae	nan	nan	8
GMARX15270-23	TX0228	Cecidomyiidae	nan	nan	ONTA14465-23	TX0269	Sciaridae	nan	nan	29
GMARX15270-23	TX0228	Cecidomyiidae	nan	nan	CRCEC38132-22	TX0269	Sciaridae	nan	nan	29
CRCEC44772-22	TX0228	Cecidomyiidae	nan	nan	CRHYA5543-22	TX0266	Psychodidae	nan	nan	23
CRCCB6811-23	TX0228	Cecidomyiidae	nan	nan	ONTA15386-23	TX0232	Chironomidae	nan	nan	29
CRCCB6811-23	TX0228	Cecidomyiidae	nan	nan	CRCEC39053-22	TX0232	Chironomidae	nan	nan	29
SAWSB9569-23	TX0228	Cecidomyiidae	nan	nan	CRALA9113-21	TX0275	Sphaeroceridae	nan	nan	30
CRALA31111-21	TX0228	Cecidomyiidae	nan	nan	CRALB32330-21	TX0287	Ceratopogonidae	nan	nan	18
CRCBC6158-23	TX0228	Cecidomyiidae	nan	nan	CRCEC44162-22	TX0269	Sciaridae	nan	nan	5
GMSAB1406-13	TX0228	Cecidomyiidae	nan	nan	CRTOB41149-22	TX0269	Sciaridae	nan	nan	31
CRKAS13886-23	TX0228	Cecidomyiidae	nan	nan	ONTA32992-23	TX0232	Chironomidae	nan	nan	26
CEFIN1273-21	TX0228	Cecidomyiidae	nan	nan	ONTA15709-23	TX0232	Chironomidae	nan	nan	31
CRALB36011-21	TX0269	Sciaridae	nan	nan	CRALB35820-21	TX0228	Cecidomyiidae	nan	nan	0
CRALB36011-21	TX0269	Sciaridae	nan	nan	CRALA9113-21	TX0275	Sphaeroceridae	nan	nan	0
CRALB36011-21	TX0269	Sciaridae	nan	nan	CRALA9282-21	TX0228	Cecidomyiidae	nan	nan	0
CRALB36011-21	TX0269	Sciaridae	nan	nan	CRALA41107-21	TX0228	Cecidomyiidae	nan	nan	0
CRALB36011-21	TX0269	Sciaridae	nan	nan	CRALB18520-21	TX0232	Chironomidae	nan	nan	0
CRALB36011-21	TX0269	Sciaridae	nan	nan	CRALB24581-21	TX0926	Lauxaniidae	nan	nan	0
CRALB36011-21	TX0269	Sciaridae	nan	nan	CRALA1291-21	TX0228	Cecidomyiidae	nan	nan	0
CRALB36011-21	TX0269	Sciaridae	nan	nan	CRALA9719-21	TX0228	Cecidomyiidae	nan	nan	1
CRALB36011-21	TX0269	Sciaridae	nan	nan	CRALA9827-21	TX0228	Cecidomyiidae	nan	nan	1
CRALB36011-21	TX0269	Sciaridae	nan	nan	CRBLA35283-22	TX0228	Cecidomyiidae	nan	nan	8
CRALB36011-21	TX0269	Sciaridae	nan	nan	CRBOB10773-23	TX0228	Cecidomyiidae	nan	nan	9
CRALB36011-21	TX0269	Sciaridae	nan	nan	CRBLA16683-22	TX0228	Cecidomyiidae	nan	nan	9
CRALB36011-21	TX0269	Sciaridae	nan	nan	CRHYA14087-22	TX0228	Cecidomyiidae	nan	nan	10
CRALB36011-21	TX0269	Sciaridae	nan	nan	CRCBB15967-23	TX0228	Cecidomyiidae	nan	nan	10
CRALB36011-21	TX0269	Sciaridae	nan	nan	PERMM26715-23	TX0228	Cecidomyiidae	nan	nan	26
CRALB36011-21	TX0269	Sciaridae	nan	nan	GMAHE403-18	TX0228	Cecidomyiidae	nan	nan	28
CRALB36011-21	TX0269	Sciaridae	nan	nan	THAMD17011-22	TX0228	Cecidomyiidae	nan	nan	28
CRALB36011-21	TX0269	Sciaridae	nan	nan	GMAHP066-18	TX0228	Cecidomyiidae	nan	nan	31
CRALB36011-21	TX0269	Sciaridae	nan	nan	CROAB33648-21	TX0228	Cecidomyiidae	nan	nan	31
CRBOE21727-23	TX0228	Cecidomyiidae	nan	nan	CRCEC42091-22	TX0269	Sciaridae	nan	nan	31
CRCBB13983-23	TX0228	Cecidomyiidae	nan	nan	GMGMV2756-20	TX13151	Cecidomyiidae	Lestodiplosis	nan	26
CRCBA9005-22	TX0228	Cecidomyiidae	nan	nan	CRPEA37825-21	TX0290	Mycetophilidae	nan	nan	30
GMRUM589-18	TX0228	Cecidomyiidae	nan	nan	FTUNE330-22	TX41095	Cecidomyiidae	Iteomyia	nan	17
CRCBB14152-23	TX0228	Cecidomyiidae	nan	nan	GMARX31665-23	TX0269	Sciaridae	nan	nan	30
THAMC2844-22	TX0228	Cecidomyiidae	nan	nan	CRCEC8097-22	TX0269	Sciaridae	nan	nan	31
THAMC2844-22	TX0228	Cecidomyiidae	nan	nan	CRCCC357-23	TX0266	Psychodidae	nan	nan	31
GMMSS1451-18	TX0228	Cecidomyiidae	nan	nan	GMGMV2756-20	TX13151	Cecidomyiidae	Lestodiplosis	nan	28
GMMSS1451-18	TX0228	Cecidomyiidae	nan	nan	GMGMV1928-20	TX13151	Cecidomyiidae	Lestodiplosis	nan	31
GMMSS1451-18	TX0228	Cecidomyiidae	nan	nan	PLNDO170-20	TX0266	Psychodidae	nan	nan	31
EMPUL16551-22	TX0228	Cecidomyiidae	nan	nan	CRCEC39053-22	TX0232	Chironomidae	nan	nan	27
ONTA14804-23	TX0228	Cecidomyiidae	nan	nan	CRCEC40118-22	TX0923	Chrysomelidae	nan	nan	12
CRCBB49479-23	TX0228	Cecidomyiidae	nan	nan	CRCBC14021-23	TX0269	Sciaridae	nan	nan	1
TSMTF3514-22	TX0228	Cecidomyiidae	nan	nan	GMGMV2756-20	TX13151	Cecidomyiidae	Lestodiplosis	nan	25
TSMTF3514-22	TX0228	Cecidomyiidae	nan	nan	CRSEA078-23	TX0266	Psychodidae	nan	nan	32
CRCBA44766-23	TX0228	Cecidomyiidae	nan	nan	CRCEC40214-22	TX1138	Platygastridae	nan	nan	4
CRCBB18858-23	TX0228	Cecidomyiidae	nan	nan	OPPZG217-17	TX0290	Mycetophilidae	nan	nan	28
TSMTA25433-22	TX0228	Cecidomyiidae	nan	nan	GMGMV4643-20	TX13151	Cecidomyiidae	Lestodiplosis	nan	20
EMSCB8524-22	TX0228	Cecidomyiidae	nan	nan	CRCEC48396-22	TX0268	Curculionidae	nan	nan	30
CRKAS11994-23	TX0228	Cecidomyiidae	nan	nan	CNEIB1378-12	TX0290	Mycetophilidae	nan	nan	27
CEFIN7091-21	TX0228	Cecidomyiidae	nan	nan	FTUNE330-22	TX41095	Cecidomyiidae	Iteomyia	nan	1
CRTOB41238-22	TX0228	Cecidomyiidae	nan	nan	CRTOB41149-22	TX0269	Sciaridae	nan	nan	0
CROAB50001-21	TX0228	Cecidomyiidae	nan	nan	OPPZG217-17	TX0290	Mycetophilidae	nan	nan	24
GMMOZ1523-23	TX0228	Cecidomyiidae	nan	nan	CRSIB5362-22	TX0926	Lauxaniidae	nan	nan	28
CRBOE22907-23	TX0228	Cecidomyiidae	nan	nan	CRSIA3005-21	TX0266	Psychodidae	nan	nan	29
CRATA49916-22	TX0290	Mycetophilidae	nan	nan	CRTOB23252-22	TX0228	Cecidomyiidae	nan	nan	16
CRATA49916-22	TX0290	Mycetophilidae	nan	nan	CRBOE7937-23	TX0228	Cecidomyiidae	nan	nan	20
CRATA49916-22	TX0290	Mycetophilidae	nan	nan	CROAE7584-23	TX0228	Cecidomyiidae	nan	nan	22
CRATA49916-22	TX0290	Mycetophilidae	nan	nan	CROAE11893-23	TX0228	Cecidomyiidae	nan	nan	22
CRATA49916-22	TX0290	Mycetophilidae	nan	nan	CROAE11090-23	TX0228	Cecidomyiidae	nan	nan	22
CRATA49916-22	TX0290	Mycetophilidae	nan	nan	CROAE13060-23	TX0228	Cecidomyiidae	nan	nan	23
CRATA49916-22	TX0290	Mycetophilidae	nan	nan	CRKAS5814-23	TX0228	Cecidomyiidae	nan	nan	24
CRATA49916-22	TX0290	Mycetophilidae	nan	nan	GMSAB1677-13	TX0228	Cecidomyiidae	nan	nan	26
CRATA49916-22	TX0290	Mycetophilidae	nan	nan	GMPNV846-18	TX0228	Cecidomyiidae	nan	nan	27
CRATA49916-22	TX0290	Mycetophilidae	nan	nan	GMARX6910-21	TX0228	Cecidomyiidae	nan	nan	27
CRATA49916-22	TX0290	Mycetophilidae	nan	nan	CRBOE4502-23	TX0228	Cecidomyiidae	nan	nan	27
CRATA49916-22	TX0290	Mycetophilidae	nan	nan	CRKAS12521-23	TX0228	Cecidomyiidae	nan	nan	27
CRATA49916-22	TX0290	Mycetophilidae	nan	nan	THAMB7141-22	TX0228	Cecidomyiidae	nan	nan	29
CRATA49916-22	TX0290	Mycetophilidae	nan	nan	THAMB4696-22	TX0228	Cecidomyiidae	nan	nan	29
CRATA49916-22	TX0290	Mycetophilidae	nan	nan	CRCBB13863-23	TX0228	Cecidomyiidae	nan	nan	29
CRATA49916-22	TX0290	Mycetophilidae	nan	nan	GMMGD6082-18	TX0228	Cecidomyiidae	nan	nan	29
CRATA49916-22	TX0290	Mycetophilidae	nan	nan	GMVNA9455-21	TX0228	Cecidomyiidae	nan	nan	30
CRATA49916-22	TX0290	Mycetophilidae	nan	nan	CRCBB18251-23	TX0228	Cecidomyiidae	nan	nan	30
CRATA49916-22	TX0290	Mycetophilidae	nan	nan	CRCBB32929-23	TX0228	Cecidomyiidae	nan	nan	31
GMGMV4643-20	TX13151	Cecidomyiidae	Lestodiplosis	nan	GMPVA2760-23	TX0228	Cecidomyiidae	nan	nan	3
GMGMV4643-20	TX13151	Cecidomyiidae	Lestodiplosis	nan	CRALB21298-21	TX0228	Cecidomyiidae	nan	nan	22
GMGMV4643-20	TX13151	Cecidomyiidae	Lestodiplosis	nan	CRALA8216-21	TX0228	Cecidomyiidae	nan	nan	22
GMGMV4643-20	TX13151	Cecidomyiidae	Lestodiplosis	nan	CRHTA14382-22	TX0228	Cecidomyiidae	nan	nan	22
GMGMV4643-20	TX13151	Cecidomyiidae	Lestodiplosis	nan	THAMD2412-22	TX0228	Cecidomyiidae	nan	nan	24
GMGMV4643-20	TX13151	Cecidomyiidae	Lestodiplosis	nan	CRALB41004-21	TX0926	Lauxaniidae	nan	nan	25
